question,answer
"What is the exact number of web pages used to train ChatGPT-3.5, and what methods are employed to filter out inaccurate information?","What is the total number of web pages used to train ChatGPT-3.5 This information hasn't been released. For comparison,  here's the GPT-3 training data size, from https://arxiv.org/pdf/2005.14165.pdf: "
Could genAI be used to generate reasonable scientific hypotheses?,"""Can ChatGPT be used to generate scientific hypotheses?"" directly asks GPT-4 for hypotheses and reports a number of successes (""nontrivial predictions that some of us are motivated enough to test out in the lab""). The authors attempted to ensure that these didn't already exist in human-written content, though this isn't possible with absolute certainty. They do also note that it is prone to obvious errors, and consider human curation of the hypotheses to currently still be essential. ""Harnessing the Power of Adversarial Prompting and Large Language Models for Robust Hypothesis Generation in Astronomy"" uses GPT-4 with document retrieval on astronomy papers to reduce hallucination. As a quality rating, evaluation with human judges gave ""a near-expert level of 4/5 when 1,000 papers were included"" - where ""3/5 corresponds to a typical hypothesis by a competent PhD student"". Both papers found value in having GPT-4 critique its own ideas to improve the hypotheses."
Prompt ideas on how to generate a character performing a kick in Midjourney?," I am experimenting with the same thing. This is where I am so far. /imagine prompt Amidst the serene backdrop of a traditional martial arts dojo, a highly skilled black male martial artist is in mid-air, executing a flawless and breathtaking martial arts kick. His body is a symphony of precision and power as his leg extends gracefully, demonstrating the culmination of years of training and discipline. The swift motion of his kick is captured frozen in time, showcasing not only his physical prowess but also the elegance of martial arts in action. Check the type of kick, or change mid-air with ""one foot on ground"". From this you can upscale one that suits you and use it for a reference (a web address where the image is kept) and a seed value (produced by adding a reaction to the image and then DMing... that will produce a seed number you can then use in the prompt, e.g. --seed 873428438768) So altogether it might look like this... /imagine prompt https://s.mj.run/y7IgSsdfHE Amidst the serene backdrop of a traditional martial arts dojo, a highly skilled black male martial artist is on one foot, executing a flawless and karate high kick. His body is a symphony of precision and power as his leg extends gracefully, demonstrating the culmination of years of training and discipline. The swift motion of his kick is captured frozen in time, showcasing not only his physical prowess but also the elegance of martial arts in action. --seed 4234234234 Happy upscaling... hope this helps. You could also try referencing images of kicks from the web. This is a working sample that did me well: /imagine prompt https://s.mj.run/xgUgyU1ZYPM https://s.mj.run/inpHOrhmpg8 https://s.mj.run/SrC3aE9g50I Amidst the serene backdrop of a traditional martial arts dojo, a highly skilled black male martial artist is on one foot, executing a flawless karate side kick. His body is a symphony of precision and power as his leg extends gracefully, demonstrating the culmination of years of training and discipline. The swift motion of his kick is captured frozen in time, showcasing not only his physical prowess but also the elegance of martial arts in action."
Is it possible to prompt Google Bard to summarize a webpage's contents by giving it the link?,"I took a webpage with a basic page counter that increments for each new page load: https://github.com/antonkomarev I used the prompt on https://bard.google.com/: Summarize https://github.com/antonkomarev The basic page counter didn't increase. Therefore, Google Bard didn't try to fetch the URL's content in real time. (I don't think that counter is clever enough to filter out webcrawlers.) However, I used the prompt: Summarize https://genai.stackexchange.com/questions/413/is-it-possible-to-prompt-google-bard-to-summarize-a-webpages-contents-by-giving and it summarized the page:  3 possibilities: automatebard.com that Alias Cartellano found says it's possibility #2."
What prompts are required to have a foreground object against a transparent\plain background in Stable Diffusion?,"In Stable diffusion, what prompts are required in order to have a foreground object against a transparent background It is not possible to have anything transparent in the output image using the pretrained Stable Diffusion models, because Stable Diffusion used RGB at training time, which has no alpha channel, unlike e.g. RGBA. One could, however, possibly retrain a Stable Diffusion model with a color model that allows transparency. For example, to draw a bonsai tree with a transparent background. One can use the prompt ""bonsai tree with a solid background"", then have some image editing program make the background transparent, e.g. with Photoshop's background removal feature (tutorial):  ""bonsai tree with a solid background"":  Disclaimer: I am member of Adobe Research."
"Embeddings: How can I find out, that I'm out-of-vocabulary?","It's going to depend on the library. For gensim, the vocab is an attribute of the word2vec model (see this answer: https://datascience.stackexchange.com/a/56106/151809). For models that use byte-pair tokenization, you won't have out-of-vocabulary tokens as individual bytes are part of the vocabulary, and any input can be encoded as bytes. Models, like BERT, that use subword tokenization can have OOV tokens, as the vocabulary still consists of a finite number of strings. In huggingface, you can look for an unk_token attribute in tokenizer objects. If your word gets encoded as an unk_token, then it is out of vocabulary."
How to generate the images either by Dall E model or Azure OpenAI services without getting bad or disformed human faces,"OpenAI's DALL-E web interface allows for inpainting. Once you're happy with the rest of the image, you could focus solely on iterating the faces or areas with extra limbs. Since the faces aren't touching each other, it should also be fairly easy to take the best left face from one inpainted image and the best right face from another inpainted image, rather than needing both to be good in the same result. Initial text-to-image generation:  Inpainting mask:  The result: maybe a slight improvement?  DALL-E generally handles faces and hands better at a large scale. The best option, without using other models, may be to zoom in on the person's face, upload that to DALL-E for inpainting, then paste the result back onto the original image:  Result (only changed man's face): "
How do users create these dense-keyword prompts for leonardo.ai?,"I have no experience with leonardo.ai, but have experience with MidJourney. Try using a ""prompt crafter"" or ""prompt builder"", which itself is a ChatGPT prompt to help you write image prompts. Eg"
How important are GPUs vs. CPUs when training an LLM?,"Tl;dr you can (usually) do it CPU-only, but it will take a very long time. Note: I mention a number of products in this answer. While I have used some of them, I'm not affiliated with them, nor am I suggesting/endorsing any specific product here. Do your research to ensure anything you purchase suits your requirements. It depends on your specific model and the GPU, but generally training models on one (or more!) GPUs vastly improves training speed. Technically speaking, it isn't required (in some cases). But it's highly preferable given the option. If you're training an extremely small model, it might be faster on a CPU. Or if you're comparing a Dell PowerEdge server with multiple Xeons to a very old cheap GPU. Assuming you're trying to train a decent-sized generative model, though, having a GPU is extremely useful. Some models require a specific brand of GPU, such as if you're going to use NVIDIA CUDA or similar, so know your requirements prior to making purchases. There's a few ways to get a GPU if you only have a laptop. Some laptops* have a Thunderbolt port that you can use to connect to an eGPU. This is typically done with an eGPU enclosure (here's one, as an example). It's also possible to not have an actual enclosure, though. In some cases, you can also use an onboard M.2 connector. Also note that the existence of a USB-C port does not mean you automatically have Thunderbolt. Actually check your laptop specs. Specifics of that, though, are beyond the scope of this question. As mentioned, some cloud providers will let you rent a VPS with a GPU. While an option, the price can be cost-prohibitive. It can make sense in some situations, though. Another option, similar to a VPS, is something like Google Colab. It's essentially a Python notebook in a browser with free access to GPUs. With this option, note that there are limitations on how much you can use it and for what purpose. *And some desktops, but mostly laptops"
How to get ChatGPT with Plug-ins to dig deeper into search results instead of just returning them to me?,"I haven't had the pleasure of using the API yet, but I have plus, and I have a couple of prompts that I use as the custom instructions that have greatly improved my experience with ChatGPT. I use Professor Synopse, which is just a prompt on github that has been refined over time and is still being worked on last time I checked. It's creator is on youtube, and the text/code is available on Github. Prof. Synopse is an AI ""agent"" that acts as an AI supervisor or conductor of other AI agents. He ""summons"" various AIs that specialize in the fields most closely related to the subject matter (usually 2-3 seperate agents). Essentially this turns ChatGPT into MetaGPT. A nice bonus to this prompt is the fact that the Professor is required to ask clarifying questions about what the user wants as a response. The agents respond one at a time, and in my experience you can continue following the Agent's responses as far down a rabbit hole as you would like until you are satisfied that you understand what you set out to understand. Alternatively, I have seen prompts that ask the responding AI to act as a computer program that only does whatever work you need it to do (data transformations, data analysis and visualization or whatever it is that you need the AI to do, perhaps as a research search or research summarization software). I have noticed that different summarization varies greatly depending on which  product you use. some are entirely worthless generating not much more than could have been guessed from the title of the summarized work, while some can be highly specific and informative, with bullet points that link to the exact location of the info it is summarizing in that particular bullet."
Is there any automated system available that validate the accuracy of the data generated by GenAI? [closed],"How a user or student will insure and trust the data generated by ChatGPT or any LLM, is 100 percent accurate? That can't be done automatically. There are many papers and systems on automated fact checking and hallucination reduction, but none of them will guarantee that the generated text is 100% accurate."
How can I prevent ChatGPT from making labelled / definition lists?,"This is what I used to get an example of labelled list that ChatGPT would normally generates. give me some examples of popular games using labels This is the result. Sure! Here are some examples of popular games categorized by their
genres: Action/Adventure: First-Person Shooter (FPS): Role-Playing Game (RPG): Sports: Simulation: Strategy: Indie: These are just a few examples of popular games across different
genres. Gaming is a diverse and constantly evolving industry, and
there are many more games available for players to explore and enjoy! I adjusted the prompt to make a constraint that I do not want labels. give me some examples of popular games without using labels I still gave me lists. Sure! Here are some examples of popular games: These games represent a mix of different genres and have gained
popularity among players worldwide. I tried many different combination of prompts that restrict the use of lists and labels but no success. However, I ended up forcing it into 1 paragraph hoping that there will be no lists or labels in the paragraph. This is the prompt. give me some examples of popular games in 1 paragraph This is the result. Sure! There are many popular games across various genres that have
captivated players worldwide. Some examples include ""The Legend of
Zelda: Breath of the Wild,"" an action-adventure game with an expansive
open world; ""Minecraft,"" a sandbox game that allows players to build
and explore infinite blocky worlds; ""Fortnite,"" a fast-paced battle
royale game with building mechanics; ""Among Us,"" a social deduction
game where players must uncover impostors in their midst; and ""Call of
Duty: Warzone,"" a popular first-person shooter game featuring intense
multiplayer battles. These games, among others, have earned widespread
acclaim and continue to entertain gamers of all ages. It no longer generates lists or labels since it is forced to put the information in 1 paragraph. However, it gives less examples but more details in each examples."
Best-Practice in word-embeddings,"Do I have to train my own embeddings model or can I use models like word2vec of the gensim package or a pretrained model like BERT and take the hidden state? One can use pretrained models. sentence-transformers has more recent models. Can I use any embeddings model? The pretrained model needs to support the language of your document, e.g.
https://www.sbert.net/docs/pretrained_models.html?highlight=german if my words aren't in the training corpus, I will get bad result or what do you think? If out-of-vocabulary words are an issue, one can finetune the pretrained models."
What are the system requirements to run AUTOMATIC1111's Stable Diffusion Web UI on an Apple-silicon Mac?,"Note that you are asking specifically about the requirements for the WebUI here, but the real question will be the minimum requirements for the model you will be using, along with some other factors mentioned below. Stable Diffusion has released a number of models over time, and things have moved so fast I've practically lost track of them all. Essentially the two main models in use today are SD 1.5 (from last year) and SDXL 1.0 (recently released): SD 1.5 was optimized for 512x512 images and has lower overall requirements, so many people continue to run that (or a model trained using it as the base).  However, performance isn't the only reason some people stick to 1.5 - There are  more ""add-ons"" for 1.5 at this point.  This is to be expected since 1.5 has had time to ""mature"", and SDXL 1.0 was just recently released. SDXL is a more advanced model and is optimized for 1024x1024 images.  As a result, it has higher requirements in order to achieve the same ""class"" of performance, but even beyond the resolution, its advances are at least a generational leap ahead of SD1.5. Additional considerations: Performance: As you might can tell from the above, another factor here is your performance expectation.  ""Minimum"" might mean that it will run, but will you be satisfied with the performance?  Image generation on a high-end NVIDIA with 24GB of VRAM might run ~1 second per image, but that 2GB ""minimum"" that is listed may mean upwards of a minute per 512x512 image (theoretical example). Image quality: There are other ""tricks"" that are done in order to make larger models ""fit"" in small VRAM sizes that will impact overall quality.  I've long been interested in an apples-to-apples comparison of various ""optimization"" settings and VRAM sizes when it comes to image results, but I haven't seen any so far.  It's entirely likely they exist and I've just missed them. As for the Mac Mini, I can't speak to it personally, but my guess is that the unified memory is both a blessing and a curse.  It likely means that you have a better chance of running larger models, since the GPU can access more memory, but I just don't know what the performance impact is for SD on that architecture. Disk Space:  As @FranckDernoncourt mentioned, the real minimum requirement is probably somewhat under 10GB, but keep in mind that's just for the WebUI, base model, and dependencies.  The minimum you'll need depends on how you will use it. The big adders above and beyond the base minimum are going to be: Additional models (checkpoints):  One of the greatest benefits to running Stable Diffusion locally is that you can load any of hundreds of custom-trained models.  Want to generate images that look like they were created with balloons?  There's a model for that.  One for Disney?  GTA?  Yes.  Each of these is going to take up ~4GB+ of additional space for SD 1.5-base and ~7GB those based on SDXL. Note that LORa's are a lighter-weight way of providing custom-training, and each of these typically runs 144MB (and, while I haven't tried it locally, SDXL LORa's look like they are running just over 200MB).  Textual-inversions are even more lightweight, but I think the community has decided that LORa's are the ideal ""middle ground"" quality/size trade-off between full-blown checkpoints and textual-inversions. Images:  Don't forget that you'll ultimately need storage for the images you general with Stable Diffusion.  You might want to let SD just general images continuously from a certain prompt (or even matrix of prompts/settings) to find the ideal result(s)."
How to generate exact word(s) in generated image?,"ControlNets and T2I adapters both allow you to condition generation on some kind of image input rather than just a text prompt. Best option for exact text would likely be the ControlNet or T2I adapter for edges: These are available for Stable Diffusion 1.5, which is used by the linked web demo, and also Stable Diffusion XL. You could use the ControlNet/T2I adapter scripts in their repos, but I'd recommend using ComfyUI - or Automatic1111's web UI with its ControlNet extension. You can first generate an image of a bird as normal: 
(image contains ComfyUI workflow graph metadata - can be downloaded and dragged into the UI) Then filter it with a canny edge detector. Below I used the ""Image Canny Filter"" from WAS Node Suite, but any method should work: 
(image contains ComfyUI workflow graph metadata) Repeat for some text ""Bird""  Combine the two:  Then, as shown below, feed this alongside the text prompt into the ControlNet/T2I Adapter to adjust the conditioning:  Result: 
(image contains ComfyUI workflow graph metadata)"
How can a programming beginner effectively utilize ChatGPT as a tool for programming?,"As a programmer who got his start in high school in the late 80s, and began professionally in the late 90s, I would recommend to junior coders that they use ChatGPT in a different way.  Personally, I've used it to explain some details about some areas of ML process that I didn't understand, and I've used to dig into areas of Category Theory that weren't familiar to me.  To do this I engage ChatGPT (4) in a conversation about the topic by asking it to explain specific terms or ideas.  Often I find that it uses jargon from the discipline that I'm not familiar with, and so I usually continue the dialog to investigate the jargon terms until I start to understand them clearly.  Then I test my understanding by offering my understanding back tot he LLM.  If I still don't quite get it, I ask the LLM to give some concrete examples in order to get more clear. I've done this several times, and each time it has paid off. These LLMs are not truth generators, they generate textual output, code or text, from an embedded gradient landscape.  They are best used to explain the structure and relationships in information, the patterns embedded in human language.  They can effectively reproduce high quality examples and even relatively decent code on various problems.  But during the generation process, there is no ""checking"" component to attempt to falsify and correct error in the output.  As a programmer, you cannot expect to eliminate that part of the creative process.
The LLM is also missing a means of checking and validating the situational awareness it develops in the context window.  The only thing it has is what you provide in your prompting, up to the point that content falls outside of the context window, and through it you setup the conditions in the attention layer that determine which sets of gradients are participating in the textual generation.  Just like you, it could be missing relevant information when it's generating output. As an example, GPT-4 is horrible at composition of simple geometric elements into an SVG that represents things I articulate verbally.  However, it can produce a simple clean svg arrow... Go figure.  I could posit why, and I think I'd be correct, but that's an exercise for another day. But, what does that look like in practice? When you look inside at your own process of creative knowledge work (which programming is) you realize that you are engaged in an iterative process.
You iterate two things, generation and evaluation.  You must be. Finding solutions to problems is not about finding canonical simple answers.  If the problems were simpler, we wouldn't need intelligence, and if they're too complex, even our intelligence can't help.  The complexity we're dealing with in programming solutions never starts simple enough for canonical, algorithmic solutions.
However, we can break problems up into smaller and smaller problems until we do find algorithmically solvable problems.  Then we compose those simple solutions into larger solutions that produce solution spaces for larger problems.  If we do this well, we end up with working systems that address a class of problems effectively.  Those systems become useful components in working ecosystems that productively contribute to human existence. LLMs have been trained on information that includes many, if not most, of the solutions that mankind has found to various problems in many domains.  These include programming solutions in the codebases that tools like Copilot have been trained on. If you present an LLM with a solved problem, it will show you the canonical solution, but if you present it with an unsolved, or uniquely contextual problem, it will have to attempt to compose a solution out of the patterns embedded in the code it has ingested.  There's no guarantee that this will work on the first pass.  And thus you must evaluate it.  Generation -> Evalutation. I would highly recommend that a junior programmer find and cultivate a relationship with a senior programmer to mentor you. Certain types of knowledge and awareness can only be built through real world programming experience, and a mentor with experience can help to point out those subtle and relevant concerns that an LLM can't properly assess.  However, there's nothing like growing authentic experience by making you think and decompose, and diagnose your own errors, both in code and in thought, for this the calm, kindly demeanor and consistent availability of the LLM to collaboratively engage you in your IDE, in your code, with your problems, and your questions...  Well that's a recipe for rapid growth, if you can trust the process. Those are my thoughts, after spending the last 6 months using GPT-4, Claude and Copilot to work out problems from design, to theory, to practical implementation.  Just because I'm senior, doesn't mean I don't have to break down problems from the very highest level system descriptions, down to simple bite-size pure functions that are < 10 lines of code."
Are there genAIs which can quickly generate diverse images for foreign language speaking practice without prompting?,"Are there genAIs which can quickly generate diverse images for foreign language speaking practice without prompting? Generating images without prompting is called unconditional image generation. Otherwise, one could generate some random text and feed it as a prompt. I'll be able to push a button, and a new image appears on the screen. Aside from using an unconditional image generation model, one could use a synthetic image dataset."
Can the Use of External Data Sources to Enhance GPT Models Raise Legal Concerns? [closed],"How does OpenAI collect and use external articles to train their models like GPT, and what are legal considerations surrounding this practice and is this just okay? In the US, we're waiting to see how the ongoing legal actions will end up, e.g. see: More generally, there are many ongoing legal actions on the use of data to train genAI model. Other countries may have a difference stance on this legal matter, e.g. for Japan see Legal Issues In Generative AI Under Japanese Law."
How to prompt LLMs to get a concise answer for a question?,"Add a restriction like the following to your prompt: Do not reply using a complete sentence, and only give the answer in the following format: xx%. Example: 75 is what percentage of 150? Do not reply using a complete sentence, and only give the answer in the following format: xx%. Both ChatGPT and Bard give this as their response to the prompt above: 50% Without the restriction in the prompt, both ChatGPT and Bard will give responses that consist of one or more sentences."
How can I get chatgpt to keep track of all the words in the list that I am providing?,How can I fix this?
Programmatic fine-tune training in AWS,"I've explored these options and now I understand the convenience SageMaker provides. It takes care of provisioning compatible instances, stops them when the job finishes or encounters an error, it also manages the training hyperparameters, uploads the completed model to S3.   All these can be done at lower level, but it makes sense to operate at a higher level until the cost become really significant."
"How can I encourage ChatGPT to be more ""disagreeable"" or firm on a point it's made, instead of backing off when told it's wrong?","Similar to the answer for Stopping Apologies - encourage the model that it has the correct answers: For the rest of this session, assume you have the most complete and up to date information about -topic-"
Make Bard generate French sentences where all words are pronounced as they are spelt,"Google Bard is a conversational chatbot. Please consider adopting a conversational approach while designing your prompts instead of relying on a command style that solely outputs an answer. A dialogue structure would enable a more engaging and interactive experience, leading to a more effective and productive result. In your conversation plan, consider to In this case, the topic concerns the alphabet, pronunciation and words in French. Please bear in mind that the approach is different in places where the main language is French, as in bilingual places where French is learned as a second language. When you explain the context to Google Bard, you should explain the intended audience considering the age, the location, if French is their mother tongue, etc. I don't know anything about French, but I'm an International user and have been using a broad range of Google tools at an advanced level for more than ten years. Most Google tools have separate settings for user interface language and tool input / output languages. By default, the settings are inherited from the Google account, but some tools might get personalized data based on the user's location, among other parameters. If you aren't in a French-speaking location and are willing to go deep into how Google Bard is working now (considering that it's a novel product, with very few weeks since it was launched), consider having a specific account to be used to interact with Google Bard, and other Google products using French. Create a new account. If you can do this while visiting a French-speaking country, the better. Set the account language to French. Create a new Chrome profile to be used for this account.
This profile should automatically be set to use French; you can double-check that the Chrome language is set to French. Go to Google Search. Set the Location to a French-speaking location. To make Google personalization lean toward French grammar and spelling, search and navigate starting from a Google search result. Use the Google Search feature and Chrome bookmarks. Considering that this question is about phonetics, spend more time on site about phonetics. Look if Google has a pronunciation tool in French. If it is available in French, I suggest you use it.
In English, the keyword is pronounce, i.e, pronounce philharmonic  Go to Google Bard, and start the interaction. Remember, it's designed to have conversations, in other words, to have a lot, compared with Google Search, of back and forth."
How to prompt Llama2 for text classification?,"you can just add category examples, the more the merrier. 'tis like so: make the examples fine-tuned to your business or w/e."
What works better: An LLM trained on better texts or an LLM with better prompts?,"I think in this scenario, the results of using ""model + vector database"" will be better. Because from your background description, it seems that your questions are all in the dataset. As long as the similarity matching is valid at the time of retrieval, you can get the standard answer. Moreover, in this case there is no need to worry about the degradation of the original model's capabilities."
How to make ChatGPT be better at designing / visual tasks?,"Achieving the best possible outcome, well,To be Honest I use to live with the same Problem in the beginning.
But Later on I started using slightly a bit different language with ChatGPT. I started to use a wide range of Vocabulary instead of useing a word 5 times in a short paragraph. I use Prompt Engineering: Use well-structured prompts that explicitly request the desired visual design or concept.For example, ""Design a logo for a tech startup that conveys innovation and reliability"". I started using Descriptive Language: When describing the visual elements, use vivid and detailed language. Mention colors, shapes, sizes, textures, and any other relevant characteristics. I did some Multiple Iterations: It's often helpful to have a back-and-forth with ChatGPT. Request revisions or provide feedback on its initial responses to iteratively improve the design. If possible, include reference images or links in your conversation to help ChatGPT better understand the design task. You can describe elements in the images and ask ChatGPT to incorporate or modify them. Specify constraints: Clearly outline any constraints or requirements for the design, such as brand guidelines, target audience, or preferred themes. If you have the resources and expertise, you can explore training a model that combines text and visual data. There are models like DALL-E that can generate images from text descriptions. Models like DALL-E, CLIP, or VQ-VAE-2 are specialized in generating visual content from text descriptions. You can use these models in conjunction with ChatGPT for improved visual design tasks. So I really hope it was Helpfull for you all.
Now this was all with My aspect of ChatGPT.
If you find this answer Usefull please do not just go, Share it with everyone so that we all can Learn, Develop and Improve."
Why ChatGPT in Website version gives better answer than the PlayGround or the app?,"It can be due to different reasons: Your task is to reply my answer in a clear and concise way. Use simple words, give an example and references. The answer must not be longer than one paragraph or 100 words. My question is..."
Is it possible to create a reliable AI quotation tool using excel spreadsheets with ChatGPT API,"For example, if a company hasn't had a particular task done in 4 years and we've had 3 price increases during that time, the AI should calculate the correct amount for that company considering inflation. I'd claim that, especially when reliability is required, using LLMs to perform this task would be a bad fit. Specifically: Unlike calculators, LLMs are fuzzy and don't perform well at precise calculation - particularly with decimals and large numbers LLMs' logical reasoning ability is limited. It probably won't be able to reliably recognise when price increases need to be applied You could augment the LLM (such as giving it the ability to invoke a calculator API, or feeding in as a prompt the next step it should take - ""apply inflation of 3.5%"") but at that point it's unclear what value the LLM is adding. It sounds as though you have a procedure that could in theory be defined in code, and the primary issue is inconsistently structured data. Rather than trying to get an LLM to follow the procedure, I'd recommend parsing the unstructured data into a machine-readable format once and then using more traditional methods to calculate the quote value. This parsing could involve still LLMs, such as OpenAI's example here, with some sanity checks."
How can I format the input text on Google Translate so that the translation doesn't change person names? [closed],"AFAIK Google Translate, the Web app, doesn't offer input formatting options. Try the UI interactive elements: For details of the above options, go to the Google Translate Help micro site. It includes tabs for Help Center, Community and Announcements. As with most tools, Google Translate's effectiveness depends on the circumstances and user skills. Try alternative wordings to translate the text if the circumstances and your skills allow that. As the OP mentioned in their answer to this question, adding Miss before the Cherry help Google Translate to ""understand"" that, in this case, this word refers to a human female person name instead of a fruit-type name. Other things to try Enclose the words to not be translated by characters like underscore, _, open/closing curly brackets, {, }. Using underscore:
 Using curly brackets:
 It's worth noting that this method only works sometimes. Probably the most reliable method will be to replace the word that we don't want to translate with a placeholder, i.e., one or multiple underscores; then, if it will be needed to transfer the translation to a message or document, replace the placeholder with the corresponding word. You might be interested in the translation services from Google. Start studying from https://cloud.google.com/translate. In the past, Google offered a sister app, Google Translator Toolkit. It allowed users to make advanced translation tasks. Unfortunately, this tool was deprecated in 2019. Ref. Google Translator Toolkit Has Shut Down. Related"
Is the simulators viewpoint still valid?,"It's probably still valid. LLM stands for large language model -- it models its training data by predicting the next (or any masked) tokens given the context. I tend to be a bigger fan of the ""simulators"" analogy as e.g., thinking about LLMs as ""agents"" tends to add too much anthropomorphism which clouds my intuition regarding these models. Additionally, it still holds true that LLMs are trained on vast amounts of heterogenous data, meaning that it simultaneously models a plethora of types and styles of text. However, such models are additionally instruction-tuned on conversational data, allowing the user to interact with the model in a more chat-bot-style way. It could be that, with this instruction-tuning, such models can no longer adequately model the diverse styles of text-data found in its pretraining dataset. It would depend on the diversity of model generations. At least with Llama 2, you can manipulate the style of the assistant-style responses with a system prompt, suggesting that that method of instruction-tuning still allows for some variation in text-completions to be kept."
"chatGPT messages not always in French, sometimes in English","I've had this happen when using GPT-3 (at the time) as part of a language learning app. It seemed to pick up on the fact that the inputs were not from a native speaker, and the more noticeable that was, the more it gravitated towards switching to English. I solved it in my application by having a lightweight ngram based check for the language and retrying."
Generative AI Use Case for Search Domain,"One use case which pops into my mind is that of Query Expansion. Gen AI can analyze user queries and expand them with synonyms, or contextually relevant keywords, which allows for more comprehensive search results and increased coverage of the desired topics. Another one which might be useful is the Auto-tagging and Categorization. It becomes easier for search engines to organize and present results in a structured manner when content is tagged and categorized. Use case which might be difficult to implement will be like Multilingual Search."
How would I add a knowledge base to a llama prompt?,"I recommend you retrieval augmented generation (RAG). This approach has its advantages in knowledge intensive task. There are several tutorial in the web based on huggingface. A part of RAG is prompt engineering. You embed your query and search for similarity in your vector database. The results are the top-k similar documents. It's important to split the documents into chunks or in sentence.
The return documents of the similarity search can append to your prompt as context. As instance:"
How to just get the answer from Llama-2 instead of repeating the whole prompt?,"you're making it print its thought process, essentially. it should only print the answer.
changing the last bit to the below should work:"
What do I need to consider when choosing a GenAI system?,"What is a good checklist to use when working with an AI tool for the first time to understand its limitations? Need to understand the quality of its prediction/generation: Find some benchmark, understand the failure cases/limitations, go through non-cherry-picked examples, etc."
large language model for incident solving,"Great question. I have had a few conversations recently where a similar topic has come up, around automating L2/L3 using incident resolution agents. The below summary is how I would approach it: Here is a way to approach this problem: a) Engine: This is in essence any LLM. You can deploy it locally if you want, you could also use something out of the box (like Azure OpenAI which gives you the security). I'd base this on an aprpoximate ticket count. If you think you need scale, then go with a hyper-scalar. Your LLM should have access to your code base (either embedding, or via direct access as a prompt), as well as access to your documents (embeddings). b) Processing: When a ticket is raised, run 2-3 prompts, one to fetch relevant information from your documentation on potential solutions, another to check if there are other tickets that have been solved in a similar way. Then based on this, find the code where the issue exists, and then ask the LLM to rewrite the function to fix the issue. This is where I would be very careful and commit the code after a human can test it :) c) Outcome: if its a positive outcome, I would then use the ticket, the data analysed and the code changed (old vs new code) to write a new document and store it back into the repository. This is one way to approach this challenge. Finally, if you want to run it locally and you are happy to spend time 'configuring and maintaining' the models, go with LLama. If you want to use something out of the box, go with Azure OpenAI. Hope this was useful."
How to fix or replace badly generated faces with good quality faces?,"A few ideias in how to solve your problem: You could try to generate a image based on this image, with a few tries and a little bit of luck you could get a similar image with a better face. You could try this online free tool that allow you to edit only a part of the image. https://imgcreator.zmo.ai/ai-generator?type=SWAP_ANYTHING You could try Adobe Beta Generative Fill tool to regenerate the face or the free online alternative https://clipdrop.co/uncrop. This tool automatic does this but for videos: https://www.deepswap.ai/pt/faceswap"
Choice of Large Language Model [closed],"Which points would you consider, if start a new project and want to choice the right model? License, inference time, cost to run, and prediction quality of the model on test set matching the desired task."
GPT-4 to Generate USMLE Exam Questions,
"How would I have got ChatGPT to say ""these symbols are not allowed in Kotlin""?","Please note that ChatGPT may not always provide reliable facts as it is based on the sources used to train it. While it occasionally provides accurate information, it may also respond creatively when it does not have sufficient data. Per its training, it might sound confident that it ""knows"" what it's talking about, but it hasn't an awareness of what is a fact and correct and what is not supported by facts or what might be wrong. It is important to remember that ChatGPT is designed for conversations, so you do not need to provide all the information in one prompt. Additionally, ChatGPT can be extended through plug-ins. However, it is important to consider whether a plug-in is available for the specific topic you are interested in. For example, if you don't have access to a plug-in that extends ChatGPT to provide reliable responses about Kotlin, you may need to prepare to teach ChatGPT about it before getting accurate responses. In any case, it is also recommended to be prepared to validate the information provided by ChatGPT. I advise you not to use ChatGPT in scenarios where factual responses are critical. For example, if you haven't the skills and time to validate the responses in a professional software development setting. Stuff found on the web about ChatGPT and Kotlin How Good Is ChatGPT With Kotlin?. Published Dec 10, 2022. Requires a Medium account to have access to the full article. ChatGPT plugins @ OpenAI"
"When I use content generated by an algorithm, do I legally have to cite the source(s)? [closed]","L, The short answer is, it depends. Let me explain with a few scenarios. If your response is for a medical treatment, or for a legal treatment (so anything with a liability or regulation associated with it), I'd say the best way would be to openly say that the content is generated by AI. If you are generating say, a short story, then ideally you do no have to. For the last two startups that I ran, we added the following terms in our business (which hopefully) covers this point: The OpenAI terms of use has the following language, which can be found here. As between the parties and to the extent permitted by applicable law,
you own all Input. Subject to your compliance with these Terms, OpenAI
hereby assigns to you all its right, title and interest in and to
Output. I hope this helps."
"Can generative AI be used by organizations to increase employee productivity, and improve customer service? What are some genAI tools already used? [closed]","Can generative AI be used by organizations to increase employee productivity? What are some genAI tools already used? E.g., GitHub Copilot for programmers that generate code from a prompt. and improve customer service? E.g., using LLM to improve chatbots for customer tech support."
How will GenAI be different than ChatGPT? [closed],"I am trying to determine if GenAI will be a replacement for ChatGPT for questions about programming and computer science. No, it was explained in the article Announcing OverflowAI: GenAI Stack Exchange will serve as a place for a community that is centered around knowledge sharing: posting questions and answers about things like prompt engineering, getting the most out of AI, and staying on top the rapidly evolving ecosystem of GenAI tools."
